Imf1_Mean,Imf1_Min,Imf1_Max,Imf1_Skew,Label
-0.0012587767695185885,-0.7871414443866704,0.71638790050068,0.12907172443358622,0
-0.0005066689850930216,-1.00762183447654,0.9040120075996294,-0.18849630682257518,0
0.016558933356753305,-0.9793250479113903,1.003193742423754,-0.08538739183895284,0
-0.0036159017666515677,-0.5744197500505254,0.6695080723766582,0.2734994276577917,0
0.001068549791079662,-0.5589964490527195,0.5624637508618235,0.10723856773643003,0
-0.030787891391248993,-0.6760963955170873,0.6624033914869762,0.019034504835328887,0
-0.021451490762977882,-0.5217710374134026,0.6823404394056378,0.2746401588632557,0
-0.006840082955298503,-0.6332304863563532,0.6818581637599253,0.10829053271760909,0
0.02713173791065018,-0.7788881133710219,0.9026118232984284,0.3118913604801727,0
-0.09790998080666354,-0.9735339820811263,1.1199728316743829,0.18092961151348685,0
-0.12718675924293807,-0.9777104700379338,0.9898333542173698,0.1550089415331351,0
-0.030235529279484166,-1.04566034075285,1.1807642797156963,0.05558919401067088,0
-0.14316727111332286,-1.2369265164788992,0.9579767912514151,-0.01925399402497922,0
0.05371427736558932,-0.7907469568233697,0.8628706122851585,-0.044261821651373656,0
0.0055391164953625,-0.7221976094042803,0.7437897631411816,0.03644367147240253,0
-0.05749379709321393,-0.8470315960828817,0.8045570121766716,0.00409242988068831,0
-0.026875008949448456,-0.7248959427926807,0.712085983822452,0.07463915654127766,0
-0.008573651359445907,-0.5423275980555133,0.5402072718017596,-0.05368429680637764,0
-0.0057298485172673054,-0.7065475489696206,0.7003682975279237,0.06422339281849557,0
0.015545491217665712,-0.7498870976155283,0.7423947433824107,0.09975717236577807,0
0.009770529455009152,-0.6164879490754183,0.623630882227051,0.14912874566221423,0
0.04962330298403816,-0.7479758733848993,0.7649497502298022,-0.09726225214443496,0
-0.05475495507913123,-0.960653175788725,0.8729802415231854,0.07571465094328378,0
-0.057920056651684315,-1.1425451861444158,1.3451486366057401,0.21746266381933102,0
-0.053416803560896536,-0.9892112075007577,1.0313358634639664,0.14047220447947426,0
-0.05146428302130577,-0.9630112981614263,0.9239405306153232,-0.08037220371639939,0
-0.07294455767488082,-0.991757805639482,0.8101051119557818,-0.16664771953293428,0
-0.026448286613324296,-0.5571874112204906,0.5444010744025407,-0.18917198130062812,0
-0.00448735788699509,-0.8598142232602347,0.9534663229961291,-0.055340876607251004,0
0.007192512587641889,-0.7809159927199352,0.8929888506976416,0.02311138444393648,0
-0.019693951338130743,-1.066625246638016,0.8316310547607693,-0.5536241316781788,0
0.054839657249374736,-1.1124540917833925,1.5131897852504377,0.5934179854515955,0
-0.02411027486190882,-1.0094599463764493,1.0536897832407757,-0.00370747009060295,0
-0.009927670527043542,-0.6347530489149779,0.6612354205703077,-0.05578938829244914,0
-0.08799225237258652,-1.3683573680379784,1.226595585637038,0.01905272336594575,0
0.012287338643840408,-1.2938188390000713,1.1825481202652146,-0.14259007725689263,0
-0.02545786997788171,-0.9569066691548209,1.1243924241729693,0.09718749356608075,0
-0.005677955320926412,-0.6385322310487707,0.7033984709612411,0.2198774323758448,0
-0.01931928563673584,-0.510628950279796,0.5008652159980371,0.039179994262199015,0
-0.02592344293336517,-0.49428869325406405,0.5193685775602125,0.024915773614168912,0
-0.016654524115420014,-0.7502930722761243,0.6973098758649743,-0.020619205027521247,0
-0.06618866359828654,-0.9183447503911456,1.06623058166334,0.11961206200302621,0
-0.08432540605148202,-1.0626493535906651,0.8992070150080314,-0.0003249292912092648,0
-0.0018640187317099227,-0.6781913883621995,0.6454152408736609,0.008526842010067471,0
-0.024794023566391054,-0.7190855075615847,0.6649985531855996,0.048061653316300836,0
-6.07969856501594e-05,-0.6326647722377092,0.6157219222092799,-0.00512980860253914,0
-0.02670051259760514,-0.8885319318053826,0.8664010797418948,-0.08414862640679374,0
0.04836169699662681,-1.0774790151357228,1.1281968983338695,-0.12220196404969934,0
-0.05397912179764402,-1.1608834520754694,1.089897387735491,-0.026531535217318235,0
0.0005317634051655052,-1.0942144217391891,1.0151832267999037,-0.09989296827100463,0
-0.20101368668133687,-1.9005889583031887,1.3225980111519,-0.07048276033664531,0
0.011691841283141505,-1.3314440917338353,1.1956665148316918,-0.021642521343271583,0
0.04598573133957007,-1.0608802415419278,1.1263269446877617,-0.016878785187428694,0
0.014450347657266749,-0.8582575856412034,0.8697991334480364,0.035525578035351266,0
0.020122286340984796,-0.8300395941928239,1.1209387949453524,0.22791290984893045,0
-0.01942910562003816,-0.6997728947379276,0.8114934084544665,0.16364260745408193,0
0.010050613468522923,-0.6338702569475905,0.7395101938376749,0.015580339253408891,0
-0.013717424027198612,-0.5913518199522851,0.5207093285053839,-0.3571677149711912,0
-0.008873956880827984,-0.5881227599232481,0.6214707523397339,-0.14996402245986204,0
-0.007895726265975615,-0.7828970712121632,0.7515278496932618,0.05962884897672004,0
-0.01692021860701566,-0.8362824582651449,0.7529548789119611,-0.12512667941050837,0
-0.0018085023318771393,-0.7867672029355097,0.7092766819561037,0.03174436958887163,0
-0.013039541949106122,-0.5227972582287043,0.5490630793793831,0.11857751591665124,0
-0.01988395146152046,-0.42037480812977834,0.48285943440430357,0.05670204940044665,0
-0.027527152095659774,-0.6370888964312268,0.5719764319433562,0.08606009656952829,0
-0.022756456711189726,-0.6434282649862437,0.5910451880662553,0.12500112595631824,0
-0.016763249294203204,-0.3988223114845274,0.4222332805023614,-0.07523375169780042,0
-0.042580682083133585,-0.7014796170338313,0.5327342320866559,-0.44125545238598907,0
-0.01713057199875227,-0.7697988358734431,0.6049128337174029,0.04762497895998733,0
-0.030310806562301566,-0.9347545395133217,1.0664355223643387,0.1504156393386788,0
-0.10186275219483974,-1.0751740141485855,0.9607207948714709,-0.026807100254490204,0
-0.13378371156239718,-1.2773990860689088,0.9982602912532916,-0.0719183941376499,0
-0.1294168733557921,-1.1089936874123827,0.8843520584517371,-0.00650050756874154,0
0.01793213222407222,-0.7193886749088102,0.709380503167045,-0.003067322250290369,0
-0.06955619038222909,-0.9765024783546213,0.8430020781779444,-0.024190927412745176,0
-0.14229904246029867,-1.2208993035640607,0.9631076552739151,-0.019134454774208855,0
-0.14519242907106655,-1.1714831141670405,0.8984220204102373,-0.005140495581187262,0
-0.023704117455175935,-0.613817171323917,0.5078232501583153,0.04156805443409817,0
0.022245805403018588,-0.6627357342764181,0.7037852003753073,-0.03579502583222641,0
-0.037203053477911155,-0.8398384536715771,0.9286502359521179,0.1435640811630105,0
-0.026302817688025462,-0.7169767063969323,0.5454923552761668,-0.13599143556174734,0
-0.010006796023472504,-0.3581120624130901,0.37772428955640414,-0.17445587170655383,0
7.1156022664840375e-06,-0.5982949206889352,0.6320724275103091,0.23171484696582528,0
-0.01675201756092756,-0.5667015587891555,0.5517129715190223,0.015963705871414855,0
-0.011414616078084036,-0.48073067224492994,0.4766788857743591,0.07036712829583515,0
-0.01057025121840083,-0.5073589187608102,0.42129892523552503,-0.1557140051024947,0
-0.008945774080552074,-0.3687105029255171,0.34855028884175066,-0.317506789359739,0
-0.004987236303103132,-0.5344688576227727,0.5372507373296099,0.01510521071519718,0
0.017582199655026744,-0.6037416146433339,0.7332744622845564,0.14560337473699433,0
-0.035389888812948335,-0.8283507445568414,0.6430673586133961,-0.06520071818236917,0
-0.010937124316965917,-0.4545139438592466,0.45525237752745207,-0.13459809374066764,0
-0.03216348740710832,-0.7291965822719659,0.7393174915451464,0.22752472117371728,0
-0.041723185791224186,-0.9337182693693424,0.859841431731181,-0.08861960328820544,0
0.005897819576919572,-0.5440058465456743,0.5993168411215593,-0.09682300000103707,0
0.027551819217111403,-0.6006818261422068,0.6545039301045043,0.13338955561543736,0
0.0014086365313132944,-0.6323214195594632,0.8138781538682881,0.29099817970102293,0
-0.0034253441614440043,-0.26551781526240653,0.2944531363894567,-0.027941956629328458,0
-0.00941711769235505,-0.2082246579569056,0.2102052244008895,-0.552938680628588,0
-0.005707456634686625,-0.4970225510349464,0.5528332257263904,0.11603154953158304,0
-0.01455639172305333,-0.5786476507659293,0.6511861883733574,0.0791459734734764,0
-1.950850808276404,-73.25793307150506,63.25497160252351,-0.08350351118497928,0
-0.059604293039495715,-1.3370495982663986,1.2884783458607532,0.11908394252351706,0
0.05125244059647752,-1.0844381394943692,1.0820024235006525,-0.11231649765394124,0
-0.022546722620013324,-1.4114728266408638,1.3243813983208705,-0.12080563485377344,0
-0.028687024641655474,-1.86068903722179,1.5367695880539092,-0.39833753991086507,0
-0.16146939490371084,-1.8970081759646913,2.0743325805011112,0.1279337156927105,0
-0.12997209358311354,-1.3269989495506427,1.423909473421522,0.16011389865366038,0
-0.18121195447512528,-1.283176608006323,1.1283153031543969,0.20760594217318726,0
-0.02703013221589115,-1.1056207620629785,0.9704017735914587,-0.10591512693053973,0
0.03008779844235644,-1.0941782199532137,1.0578522802619539,0.08671941219365882,0
-0.06235777002057922,-0.8999005232212522,0.8526970804123695,0.1867914249698822,0
-0.022049828009357397,-0.6244797691053044,0.7014091561668543,-0.1337124121446523,0
-0.021590839345299106,-0.7917237859533568,0.7211120408992505,-0.39975229109322497,0
