,Set_no,Imf_1_MEAN,Imf_1_MIN,Imf_1_MAX,Imf_1_SKEWNESS,Label
79,4480,-0.00909110669977817,-0.4252262607416091,0.3310755955165068,-0.5422331052091467,1
80,4481,-0.0247758946953402,-0.5509125595238092,0.4303306100802341,-0.6605349444356892,1
81,4482,0.019028917065598148,-0.5058383431653668,0.5184522261456772,0.029741400802192272,1
82,4483,0.02210028961275505,-0.3590451957552542,0.45855560149234953,0.35272763455273193,1
83,4484,-0.041390466437241424,-0.6891478524522414,0.5611873565496526,-0.24844018978935312,1
84,4485,-0.08005057077686094,-0.6378773050422284,0.7448352385546562,0.2097666852249264,1
85,4486,-0.06393184222354704,-0.6479920995001878,0.5019111879348093,-0.024268154188886185,1
86,4487,0.02694573125433235,-0.453027322845744,0.6677591633974229,0.46346116544782767,1
87,4488,-0.0008898200591479777,-0.3561101968021191,0.33307978254795645,-0.02860442110942247,1
88,4489,-0.05464396213290431,-0.48414496697083403,0.5458997059023005,0.1544745886794864,1
89,4490,-0.06472240131842817,-0.5800807919245017,0.6778512153534195,0.23296658270961015,1
90,4491,-0.06997185735007273,-0.5976709191126051,0.46784430357287776,0.0005886808483172676,1
91,4492,-0.0016404298406716277,-0.24523305100525467,0.2766102293022187,-0.2788402691766542,1
92,4493,-0.04844855575934873,-0.45899292287453203,0.4043045258630636,0.09427509812948985,1
93,4494,-0.015872451704616805,-0.4266665373059189,0.6036695460706658,0.6406072213219839,1
94,4495,-0.0009593109097109207,-0.18262221541873208,0.17016613061252778,-0.07570318944374844,1
95,4496,-0.023259191119201786,-0.5009720934042746,0.49964321309991244,0.04529516926335741,1
96,4497,-0.0051812676511975055,-0.6080639383063959,0.5704242006598761,-0.020751035389121056,1
97,4498,0.005573493024883231,-0.499184258436136,0.5625315180405356,0.08125794852093071,1
98,4499,0.017620128285458003,-0.6899807279415768,0.7515318455098523,0.020962032025090557,1
99,4500,-0.0847319592394331,-0.7863843743860819,0.609026791898168,-0.016675041662088164,1
100,4501,-0.13749742857202887,-1.5718431537445996,1.7660340376384855,0.28698483930854896,1
101,4502,-0.05799649897679143,-1.315441837001391,1.1610178351424738,-0.006812816135510801,1
102,4503,-0.06610196861089415,-1.1522236142318163,0.8703637171108138,-0.1454163733934103,1
103,4504,-0.1002660566012742,-0.9473294289013701,0.7285775558895231,-0.036582347304785746,1
104,4505,0.05687203838616132,-0.9512909451595299,1.6626371370685764,0.7236606758324832,1
105,4506,-0.06344316957129383,-0.713584096517516,0.6360149761459626,0.03033106385496524,1
106,4507,0.027293028786438578,-0.7639691021523469,0.7380235856593533,-0.09677657623422203,1
107,4508,-0.09741209404070156,-1.09916550595521,1.092529738548688,0.12673875491044984,1
108,4509,0.009050193391940875,-1.2480060031930558,1.7868124868833264,0.7536437624246627,1
109,4510,-0.1492611842948241,-1.1241122712185105,0.8768648994460353,0.1128026004231371,1
110,4511,-0.05020460984087973,-0.770125347514,0.6813545636981782,0.05627254029437792,1
111,4512,-0.041013304458167726,-0.698263480351965,0.8790637187098481,0.2937377635047623,1
112,4513,0.008454959970940612,-0.5276976078875479,0.5042952053405021,-0.018583771262338553,1
113,4514,-0.06887205380858215,-0.8045516515024578,0.7029838068086248,0.11152418685001297,1
114,4515,0.03797372576801083,-0.6506490700030844,0.9103922829846376,0.1873244265035507,1
115,4516,-0.09209706027771519,-1.0183824026954469,1.1784420825431277,0.279022369569055,1
116,4517,-0.0409785981065944,-0.9454104214400014,0.796950600953445,-0.12870374220619216,1
117,4518,-0.17551120471654677,-1.1947302926225238,0.9239852897961456,0.06024346879640763,1
118,4519,-0.12363818124610053,-1.1083545549153144,0.8676939754948245,-0.09005027439433241,1
119,4520,-0.17103335443402876,-1.1201511407512932,0.995828078215383,0.18805994682393176,1
120,4521,-0.12019079720636246,-1.2093135805739619,1.0503832049090742,0.20023318904839185,1
121,4522,-0.12185631867058792,-1.0905251867813002,0.9555621484180499,0.07219472465790203,1
122,4523,-0.20743024651072597,-1.2891716395190522,1.0606386992697463,0.1499215071508949,1
123,4524,-0.15299873570076736,-1.3415696149901764,1.1317587711479824,0.0362524757303697,1
124,4525,-0.21405308561463066,-1.6364972281394394,1.2813598654679992,0.1580011008006433,1
125,4526,-0.12984371073959075,-1.4004074821929497,1.2997161086421936,0.007870134176326208,1
126,4527,0.018337039488224488,-1.164536145979771,1.1581155834457943,-0.13197594754525765,1
127,4528,-0.17525626359196447,-1.865479153380814,1.76496895468465,0.22539997875939188,1
128,4529,-0.24747800702757192,-2.1603808739278234,2.13634289777234,0.10800873867713606,1
129,4530,-0.2691374698162082,-1.677505330775457,1.3625277034040875,0.12989720763963505,1
130,4531,0.07375948452165046,-1.06032763236888,1.0898156473062333,-0.15194958767536038,1
131,4532,-0.13762480526212603,-1.6710467595279672,1.5609993484498408,0.23356356669624817,1
132,4533,-0.16167597071014142,-1.3839299618769612,1.1364733984950766,0.10674853752168972,1
133,4534,-0.02078311722182407,-0.8382597116869163,0.8522132126005818,0.03219129200279457,1
134,4535,-0.08596042995902793,-1.0224707951383503,1.0278658557764961,0.21831449962434507,1
135,4536,-0.09675880190294615,-0.8681057026885342,0.7577011999281411,0.06426856485687654,1
136,4537,-0.12444324639667724,-0.9198146777570024,0.7074266819947772,0.06088746030581389,1
137,4538,-0.08755190466066941,-0.8847732397254044,0.8736132907915617,0.08975232424955872,1
138,4539,-0.0666345265131615,-1.028696189722052,0.9567017184701225,0.07365852073606424,1
139,4540,0.029909389483040755,-1.085909120625785,1.5817143805007985,0.6983943616444171,1
140,4541,-0.10885063851619799,-1.093398186524247,0.9401148411879712,0.15075765227069418,1
141,4542,-0.05632821656478417,-0.8861345770737247,0.7798141449860021,-0.06499531192384808,1
142,4543,-0.17954637382138983,-1.160576389561981,0.9624471968581532,0.14717798377525962,1
143,4544,-0.17048213473649057,-1.1188234459428017,1.0409897065402745,0.22191743607242975,1
144,4545,-0.11235055733975226,-1.0681511576701825,1.0327449714081176,0.1343585571326849,1
145,4546,-0.04714128945623922,-1.2284946550255023,1.4550737111238923,0.34837461120425306,1
146,4547,-0.16713453395205483,-1.3729995763903644,1.3328921239245048,0.18088798299678305,1
147,4548,-0.09289579681762472,-1.0773235197307982,0.9593755100768886,0.05493985124895553,1
148,4549,-0.13423284786465775,-1.422582348933739,1.0412619464210522,0.011876186241164082,1
149,4550,-0.06729273017971754,-0.8499317997231947,0.7456489430198998,-0.030261929291800296,1
150,4551,-0.03941685150690061,-0.8938784761260145,0.7647663620764955,-0.012378389478414966,1
151,4552,-0.019284234419239744,-0.871464734769918,1.0317905537558696,0.28920806576515146,1
152,4553,0.034417909205978654,-0.7238868016484772,0.6944673121413752,-0.12796793582736804,1
153,4554,0.026779143922979573,-0.7643011228944165,0.7399575411986634,-0.10751473426172062,1
154,4555,-0.09602426253694181,-1.021025778497463,1.0338828845180732,0.15552211763676432,1
155,4556,-0.0624481561082589,-1.2631364908088032,1.6683925945578093,0.4151218182204261,1
156,4557,-0.2242973768069185,-1.5484828649786828,1.1386361841757187,0.08578362776489222,1
157,4558,-0.10506302311185896,-1.242900038000999,1.0755875845642766,0.12447448879984573,1
158,4559,-0.040045912573973816,-0.971180384316332,1.2476067451562733,0.3841193921457447,1
159,4560,-0.1682011988196286,-1.3019183289468272,0.9611159238308218,-0.15768725173879003,1
160,4561,-0.1119518367198814,-1.004127099776508,1.0051749701214467,0.09642464739379455,1
161,4562,-0.05832853702445295,-1.178465756556553,1.3272964640822429,0.34016937055040963,1
162,4563,-0.0491489367012195,-0.9283065995455716,0.9006617989669916,0.08307488093071282,1
163,4564,-0.10056622795559027,-1.1141150333536727,1.1755954337720402,0.20503107766319334,1
164,4565,-0.11628619821476725,-1.1624819061658118,1.0405421152189505,0.06513534049110442,1
165,4566,0.07121602909045681,-0.9859548652703529,0.9243970993140627,-0.17283286588659705,1
166,4567,0.00908775149428223,-1.1325947860901207,1.032230460034219,-0.12152190478769014,1
167,4568,-0.10089223678949323,-1.2220256613635647,1.4818737922894338,0.2661314857655476,1
168,4569,-0.1492286366973596,-1.3388550494913243,1.181249014196184,0.08548932515371159,1
169,4570,0.015050236064569013,-0.9724553087475685,0.9230766312541699,-0.11265488883918176,1
170,4571,-0.09814458911668449,-1.1689498693122453,1.3612594275835148,0.21023677906673577,1
171,4572,-0.15328828121661356,-1.3522353181528635,1.188801735481455,0.09958655396610806,1
172,4573,-0.23884591407733205,-1.54116950956432,1.2181359929795508,0.1286799116438105,1
173,4574,0.013135363677678003,-0.9505437326039151,0.935503877242186,-0.12518622032782664,1
174,4575,-0.10174865639598778,-1.3907296878115099,1.5492847775503775,0.2600493751709279,1
175,4576,-0.14790949199772066,-1.345645706522423,1.1868902514929172,0.09330698842737367,1
176,4577,-0.18592520281649094,-1.5793764404102189,1.2862080659506359,-0.05962761251485047,1
177,4578,-0.14540331591794148,-1.6926196115100174,1.2511712935261827,0.027255960965676146,1
178,4579,-0.08004039657770362,-1.1649804624187774,1.2798894371965883,0.272301247433329,1
179,4580,-0.1049040448023257,-1.2411438591202728,1.3571093350933587,0.1896923955830524,1
180,4581,-0.14376751877842572,-1.1153999060557565,0.9028331221969006,0.10404195116139713,1
181,4582,-0.2151304253453575,-1.2320598007410677,1.0814221164729285,0.2016770307425715,1
182,4583,0.03763006196458935,-1.0337251804237118,0.9677828042127262,-0.0768438540709237,1
183,4584,-0.2043339308979825,-1.4045759636837596,1.5508496617839813,0.2924508072015744,1
184,4585,-0.17860915330187202,-1.630346464033257,1.8072203144736076,0.25993824613689437,1
185,4586,-0.15076548914053792,-1.610329005545144,1.3100884461675246,0.0413728705122162,1
186,4587,0.05077708182029871,-0.8533352560512415,0.7825896089210811,-0.15709487090851262,1
187,4588,-0.14457012703742878,-1.2209586661799796,0.9439373854871912,0.08009246931338679,1
188,4589,-0.19904646626899206,-1.2991959535024205,1.1898587499608193,0.19196553483195825,1
189,4590,-0.17236259047646188,-1.5753575518145784,1.6262842154674892,0.23367445245717472,1
190,4591,-0.15182325588515944,-1.4425671904077086,1.1896087335497474,0.06055139085080982,1
191,4592,-0.23722992899160453,-1.3945347325802255,1.045240812203722,0.15857959641372607,1
192,4593,-0.15151062363574716,-1.338668891708747,1.018468227579932,-0.06334676546913982,1
193,4594,-0.10216616970868801,-1.0650273168681414,1.0344072040552401,0.1439338644223956,1
194,4595,-0.09087279560241075,-1.3364966298335903,1.3609539794796444,0.20965023604321964,1
195,4596,-0.1640940416268775,-1.4494925108984926,1.1433326558785821,0.06392674808772005,1
196,4597,-0.19290725962634814,-1.5914810132928423,1.6293179409366219,0.19269204232572662,1
197,4598,-0.1535159089228614,-1.459359067149864,1.578196590340304,0.2438747621183818,1
198,4599,-0.21038922462727686,-1.4902322730455335,1.2525548883889102,0.14586706442897998,1
199,4600,-0.22931065505281092,-1.7575770741826025,1.3054924746422982,0.01964504585520717,1
200,4601,-0.09885670422271083,-1.4852401109360218,1.4275876204533988,-0.04261381801542433,1
201,4602,-0.14934764139955506,-1.4242677680953368,1.2612871816588265,0.02938823636813972,1
202,4603,-0.06803725329654574,-1.795146810892231,1.8264599989734118,-0.09233733207267311,1
203,4604,-0.08911914544062378,-1.1748051992088506,1.0031296180506533,0.1312223316244486,1
204,4605,-0.03988019373647308,-0.784347313261017,0.7323106551965353,-0.003911402669248565,1
205,4606,0.01938033650559457,-0.7959934852006171,0.7331842023795074,-0.11057790329356315,1
206,4607,-0.07855999358714096,-1.3012492132004698,1.0955527550440254,0.06848846417990241,1
207,4608,0.03898461177463907,-1.3043841625156858,2.0547314995173274,0.5371976656926736,1
208,4609,-0.10943330139370581,-1.1854200711893466,1.2032327950259685,0.13440087886293994,1
209,4610,-0.08996616741431991,-1.0267401532096894,0.947539884255356,0.04313228305094963,1
210,4611,-0.024436059499765652,-0.9954145184191584,1.1136828812613118,0.03861183460754139,1
211,4612,0.033372240284075566,-1.1210588484721051,1.3003179843057127,0.22940999201333975,1
212,4613,-0.12467674426762003,-1.494582946563898,1.4168390028716071,0.031559482488584686,1
213,4614,0.04910188973936865,-1.7388772590758197,2.795875128087276,0.5922814317104177,1
214,4615,-0.10181521787448217,-1.2604983329546315,1.1050450219114705,0.07625659979365887,1
215,4616,-0.0875567169987379,-1.4436405354830204,1.2576215894843799,0.04776940752802143,1
216,4617,-0.0713923844193583,-1.0946573404877402,1.034653969950133,0.001193518600119128,1
217,4618,-0.1194589906612778,-1.371683132263112,1.0530917433808653,0.019006485678720854,1
218,4619,-0.048252252146439495,-0.9313528814716517,0.8074738610018226,-0.018858492302044547,1
219,4620,-0.12512086837362177,-1.2336229786453121,1.3172928320881672,0.0937404400508989,1
220,4621,-0.11636772871953517,-1.4537350736583892,1.4801345580551089,0.09767685246779745,1
221,4622,0.029310589816121113,-0.8414404320050044,0.766515962089521,-0.06678546077847827,1
222,4623,-0.02357214489693175,-1.4040192154632147,1.0447783081727597,-0.1701163841320231,1
223,4624,0.07356351533834483,-0.8794521409638718,1.1392519948678128,0.0729959719532203,1
224,4625,0.1437126614574884,-1.6093664262207108,2.8542183464643363,0.9449103026154484,1
225,4626,-0.093992525897978,-1.3997997731937089,1.4145962041457323,0.06985507569741409,1
226,4627,-0.04934488243659463,-0.9709971402708767,1.1726473919439555,0.22144969472751772,1
227,4628,-0.054104254749772894,-1.0296731084943485,1.010263589691929,-0.005174721179505207,1
228,4629,-0.09719731743196776,-1.5258593917183532,1.359693201879086,0.008522703359707732,1
229,4630,-0.10334007804482315,-1.1923209260583936,1.386534713199071,0.21024977919508547,1
230,4631,-0.0747038031573412,-1.217974185549719,0.9909925837047304,0.03805416327049311,1
231,4632,-0.09934471335597327,-1.2984757870778711,1.2931730305485658,0.13468077264644565,1
232,4633,-0.11052346967244131,-1.4126985602588351,1.3844087584664144,0.09661594488477666,1
233,4634,-0.12653540875281857,-1.4359633060075114,1.06322236013242,-0.04070017423886493,1
234,4635,-0.04763570179645027,-1.5455919521629304,1.7967881360731206,0.11725737539332141,1
235,4636,-0.10545688434238241,-1.6115968361130935,1.4868739590343356,-0.022861322256704286,1
236,4637,-0.1999538653992714,-2.395407586149117,2.247938017344529,0.052966224022281926,1
237,4638,-0.4034219731034108,-3.6064538568966302,2.2257136149470247,-0.3966822398897496,1
238,4639,-0.10264488486735446,-2.1706832040992707,2.088658199315786,-0.07245407672512166,1
239,4640,-0.18850829622447987,-1.5980613717025358,1.6001793651864533,0.3206998440148246,1
240,4641,-0.08200453290510412,-1.8209455542281727,1.680894809357706,0.13336497803940323,1
241,4642,-0.017261848382450467,-1.999641104571573,1.7831566104722145,0.007872858334260031,1
242,4643,0.001113764766444425,-1.3602444656481092,1.335541412477371,-0.09432918766459852,1
243,4644,-0.02818534152618136,-1.343045188739994,1.185249894996025,-0.07117128411564837,1
244,4645,-0.1913980193864704,-2.0524228065486474,2.0095890913575234,0.13341969845708548,1
245,4646,0.04683221219697855,-1.2227034127860759,1.1416596906010374,-0.04184322819480513,1
246,4647,-0.08705068010369649,-2.0930761389057055,2.085832612884712,0.05723739956433597,1
247,4648,-0.11811191206495035,-1.71887125656986,1.7796828169938983,0.018533478213377946,1
248,4649,-0.06268590374807027,-1.4298523418606668,1.302354398864813,0.016538459241599555,1
249,4650,-0.140740938697518,-2.14866352458208,1.3525461653370527,-0.39112506186901946,1
250,4651,-0.05899095935462215,-1.1863903006043865,1.1041167730310615,-0.03210147010104192,1
251,4652,-0.061701502432483436,-0.8749768607610817,0.7125178199186677,-0.03911139304645102,1
252,4653,-0.01977247370191385,-0.9994022859525562,0.964546636989272,0.02333196370209817,1
253,4654,-0.0028856003990275145,-1.1582851528311007,1.1693213916354257,-0.014614249525164564,1
254,4655,-0.2988085870431962,-2.781306338295903,1.3785658592041152,-0.8770394924437053,1
255,4656,-0.09456277815408425,-1.1581284160596268,0.8940009230501071,0.09957410710505733,1
256,4657,-0.11869170412325541,-1.132644176470748,0.9869919892226799,-0.01656288751765366,1
257,4658,-0.04777040855894336,-1.1538987598316275,1.1963681176719652,-0.012259259871884183,1
258,4659,-0.05978389318124622,-1.7425281524818845,1.8853180608108429,0.0822130864283986,1
259,4660,-0.08037931382561593,-1.6079658829291505,1.3907996166535763,0.009180998165989471,1
260,4661,0.028951789085215267,-1.0377837805853385,0.9362790178534673,-0.07501557855020181,1
261,4662,-0.03907020771443578,-1.4953917612667071,1.1409464043368893,-0.10701532609447664,1
262,4663,0.006109741491079078,-1.384421869717174,1.4943099707696206,0.3302464194182373,1
263,4664,-0.0869504312283972,-1.1287070706570006,0.8153643312681084,-0.5352426145086255,1
264,4665,-0.015948078486896805,-0.5587061233669124,0.48484101802386503,0.11157843741404116,1
265,4666,0.006621016631900403,-0.5350770648667372,0.6156665772100853,-0.03130468402133863,1
266,4667,-0.1538086898687149,-1.845678696046198,1.2739152203518276,-0.2048479617087967,1
267,4668,-0.0518041786566068,-0.9607311505062481,0.7525045699937896,-0.19566389124878836,1
268,4669,-0.06234995123743165,-0.9607191781575841,1.1679267642581388,0.20639016260741844,1
269,4670,-0.04048998162023991,-1.0226632816554546,0.9421741127030085,-0.0468526877934967,1
270,4671,-0.13164958409161961,-1.3954667405047898,1.1541489454278522,0.01604877468836584,1
271,4672,-0.06086987439224739,-1.5772088006355462,1.3089483000070778,-0.03906025251509201,1
272,4673,-0.02189322645486115,-1.1116044851927063,1.0256961079493307,-0.03564450350982952,1
273,4674,-0.07560575545605108,-1.4097308257215548,1.4478057918971916,0.1757006459984357,1
274,4675,-0.013805435209112893,-0.9535693942955765,1.0874055487629803,0.23359558930428762,1
275,4676,-0.08534320691091689,-1.006749875216226,1.22245643411064,0.13318073282095358,1
276,4677,-0.037169459089043476,-1.0210013904086757,0.8904724975243739,-0.018626753234455232,1
277,4678,-0.04473916160760529,-0.8800820827132041,0.7458258442869183,-0.10947953588584289,1
278,4679,-0.07994783464355484,-0.9680616383405487,0.9064004573971453,0.1330700892875743,1
279,4680,-0.149440263181129,-2.3781116724885973,3.1030089784670336,0.251306681906311,1
280,4681,-0.002530406808272389,-1.0123013272661066,0.9450025574522809,-0.04679825865128166,1
281,4682,-0.035839266921064115,-0.7145046960316479,0.6256549454803237,0.10044857990056301,1
282,4683,-0.046590755557081226,-0.7598427769993437,0.8365898964230518,0.09758380510020447,1
283,4684,-0.152137369659816,-1.6221103131850558,0.7809584039817636,-0.9556358287446935,1
284,4685,-0.011014890097415487,-0.6305635824450592,0.6278032494776509,-0.08475823688199098,1
285,4686,-0.08704077132652772,-0.7076444883911688,0.5759281466263078,0.17725934299228177,1
286,4687,-0.04854451825755599,-0.6539236875677008,0.5936550846267612,0.008722256675004491,1
287,4688,-0.009210657962442368,-0.7527961622733303,0.6816569217926051,-0.004802423221408583,1
288,4689,-0.06330636118836361,-1.0453662123622005,1.3039055651933875,0.21934488135605468,1
289,4690,-0.09771218151431356,-1.6632245119039601,1.3749198551252397,-0.19510373561625366,1
290,4691,0.03024925777586067,-1.2877420771515284,1.3212714212808718,0.013370663710073,1
291,4692,-0.14063617220825997,-2.0214498392133273,1.2907278407473692,-0.4706205415648429,1
292,4693,-0.11697542644682231,-1.335006677610422,1.3875241763698176,0.2701382345900497,1
293,4694,-0.01958123084339873,-0.8961655679420246,0.8889035292122771,-0.0023336095234572636,1
294,4695,-0.2523094260706384,-2.420384009771004,1.485961121639503,-0.43537328139991655,1
295,4696,0.07298778091034074,-1.3556367903856463,2.4592779659173845,0.8631819470222273,1
296,4697,-0.0710045194744008,-1.119882690582072,0.940376315530179,0.004467551109832921,1
297,4698,-0.05494716745896027,-1.1413891419138467,1.0744521226512258,-0.05270591986898329,1
298,4699,-0.08036500519535932,-1.6042590000138826,1.3746124547110852,-0.081536986606828,1
299,4700,-0.08665388555868027,-1.7785820835579318,1.6949297722926273,0.06407650080449385,1
300,4701,-0.007896139848471406,-0.4194052785178181,0.4360965030619679,0.15021767340002246,1
301,4702,-0.019071673940101546,-0.2398876079021747,0.2754407763828791,0.11982681818338388,1
302,4703,-0.02113382866121384,-0.276418078408207,0.32609960701342466,0.0036445661605316888,1
303,4704,-0.006429627863047252,-0.28669192101977947,0.17491161286578888,-0.6063623171892226,1
304,4705,0.010645026209862343,-0.23535601907565795,0.31784568934069646,0.5120733253910016,1
305,4706,0.0016641562722327756,-0.2384642674565195,0.26161858238932234,0.37011712413990844,1
306,4707,-0.002788548530640488,-0.20949443134854234,0.2229825839634641,-0.417043754490712,1
307,4708,-0.006544862246882069,-0.22046812977710278,0.19529870192009194,-0.6311186322503477,1
308,4709,-0.010682329573467394,-0.20729199928678765,0.23902642661128848,-0.10991440884201824,1
